35540	171884	  121	304
35540	180725	  106	264
35540	190865	  103	258
35540	181661	  103	256
35540	181102	  100	249
35540	172840	98.2	243
35540	175993	97.8	242
35540	181621	94.4	233
35540	181621	29.6	65
35540	175462	92.0	227
35540	172251	90.9	224
35540	181231	90.9	224
35540	177601	89.4	220
35540	187178	87.4	215
35540	177800	87.4	215
35540	177800	35.4	80
35540	177839	85.5	210
35540	181783	81.6	200
35540	179403	79.7	195
35540	183635	79.0	193
35540	178024	78.6	192
35540	185757	76.6	187
35540	179084	75.1	183
35540	180738	75.5	184
35540	180059	72.4	176
35540	174512	72.4	176
35540	177350	72.8	177
35540	183865	72.0	175
35540	175167	71.6	174
35540	181491	71.2	173
35540	185740	70.1	170
35540	189663	69.3	168
35540	180052	67.8	164
35540	191500	66.6	161
35540	188172	66.6	161
35540	177476	66.2	160
35540	180217	66.2	160
35540	182276	65.5	158
35540	175546	64.3	155
35540	180065	63.2	152
35540	183807	63.2	152
35540	180265	62.8	151
35540	174066	63.2	152
35540	177618	59.3	142
35540	190741	56.6	135
35540	184560	56.6	135
35540	178696	55.1	131
35540	178703	53.5	127
35540	173033	51.6	122
35540	191329	48.1	113
35540	172839	41.6	96
35540	180053	41.6	96
35540	191722	40.4	93
35540	185729	35.4	80
35540	181705	30.4	67
35540	176410	28.1	61
35540	175717	27.7	60
35540	173234	27.3	59
35540	175734	27.3	59
35540	173217	26.9	58
35540	187916	26.9	58
35540	176380	26.9	58
35540	176172	26.9	58
35540	175230	26.2	56
35541	176153	25.8	55
35541	173340	25.4	54
35541	175416	24.6	52
35541	171787	24.6	52
35234	172488	28.5	62
35234	181227	27.7	60
35234	184257	26.9	58
35234	179999	26.9	58
35234	171739	26.6	57
35234	183851	26.9	58
35234	174894	26.9	58
35234	179598	26.9	58
35234	172353	25.4	54
35235	174663	30.4	67
35235	176507	29.6	65
35235	175521	29.6	65
35235	173688	28.1	61
35235	181059	28.5	62
35235	177962	28.1	61
35235	180781	28.5	62
35235	259839	27.3	59
35235	175677	26.9	58
35232	176145	26.9	58
35232	177185	26.2	56
35232	190780	25.4	54
35546	171950	45.1	105
35546	176289	24.3	51
35546	179127	23.1	48
35546	174318	23.1	48
35546	179649	22.7	47
35546	179413	22.7	47
35546	172760	22.7	47
35546	172597	22.3	46
35546	179421	22.3	46
35547	174478	  122	306
35547	172009	75.5	184
35547	178289	41.2	95
35547	180257	26.6	57
35547	181480	26.2	56
35547	190370	25.0	53
35549	185718	79.7	195
35549	185718	62.4	150
35549	185718	59.7	143
35549	185718	55.1	131
35549	171880	73.9	180
35549	171880	70.5	171
35549	171880	64.3	155
35549	171880	55.8	133
35549	171880	53.1	126
35549	171880	34.3	77
35549	171880	28.5	62
35549	171880	26.6	57
35549	172100	65.9	159
35549	172100	51.6	122
35549	180756	59.3	142
35549	180756	41.6	96
35549	180756	38.9	89
35549	180985	57.0	136
35549	180985	44.3	103
35549	180985	44.3	103
35549	180575	52.8	125
35549	180575	46.2	108
35549	180575	25.8	55
35549	172281	52.4	124
35549	172281	49.7	117
35549	172281	46.6	109
35549	172281	40.8	94
35549	172281	35.8	81
35549	172281	26.6	57
35549	191713	51.6	122
35549	191713	49.7	117
35549	191713	46.2	108
35549	191713	43.5	101
35549	172435	52.0	123
35549	172435	50.1	118
35549	172435	48.1	113
35549	172435	47.8	112
35549	172435	46.2	108
35549	172435	46.2	108
35549	172435	42.0	97
35549	172435	41.6	96
35549	172435	26.6	57
35549	172435	25.8	55
35549	172435	25.8	55
35549	172928	45.1	105
35549	181020	43.9	102
35549	181020	26.6	57
35549	174569	39.3	90
35549	174569	26.9	58
35549	174569	25.8	55
35549	177249	38.5	88
35549	177249	35.0	79
35549	177249	31.6	70
35549	177249	28.9	63
35549	177249	27.7	60
35549	181271	38.9	89
35549	181271	36.6	83
35549	181271	36.2	82
35549	181271	35.4	80
35549	181271	35.4	80
35549	181271	32.3	72
35549	181271	31.6	70
35549	181271	30.8	68
35549	173016	35.8	81
35549	173016	35.0	79
35549	173016	34.3	77
35549	176083	35.4	80
35549	176083	34.7	78
35549	176083	34.3	77
35549	176083	30.4	67
35549	176083	30.4	67
35549	176083	29.3	64
35549	176083	28.9	63
35549	176083	28.5	62
35549	176083	27.7	60
35549	176083	27.7	60
35549	180149	34.3	77
35549	180149	32.7	73
35549	180149	29.6	65
35549	191283	34.3	77
35549	191283	27.7	60
35549	184429	34.3	77
35549	184429	32.7	73
35549	184429	30.8	68
35549	172699	31.6	70
35549	172699	28.9	63
35549	172699	26.2	56
35549	176359	29.3	64
35549	178074	29.6	65
35549	174239	28.9	63
35549	3565259	28.1	61
35549	176548	28.5	62
35549	188340	28.5	62
35549	177948	28.5	62
35549	188731	28.1	61
35549	188228	26.9	58
35549	186223	26.6	57
35549	173147	26.9	58
35549	174269	26.6	57
35549	173038	26.6	57
35549	171990	26.6	57
35549	180727	26.2	56
35549	179375	25.8	55
35549	175726	25.4	54
35549	171988	25.8	55
35549	190704	25.4	54
35239	176758	49.7	117
35239	176758	48.1	113
35239	181319	44.7	104
35239	181319	28.1	61
35239	179878	45.1	105
35239	179878	42.4	98
35239	179878	35.8	81
35239	179878	33.1	74
35239	172394	42.4	98
35239	172394	36.2	82
35239	174058	42.0	97
35239	174058	40.0	92
35239	174058	36.6	83
35239	174058	31.6	70
35239	177895	40.4	93
35239	177895	30.4	67
35239	177779	36.6	83
35239	172802	35.4	80
35239	175774	32.3	72
35239	183250	32.3	72
35239	174067	32.3	72
35239	171860	31.6	70
35239	171860	31.6	70
35239	171860	31.2	69
35239	174038	31.2	69
35239	174038	28.1	61
35239	180631	30.8	68
35239	180631	29.3	64
35239	171950	30.8	68
35239	180938	30.4	67
35239	172698	30.0	66
35239	172355	29.6	65
35239	177440	29.3	64
35239	171990	29.3	64
35239	174731	28.5	62
35239	184295	28.1	61
35239	180539	27.7	60
35239	180652	26.9	58
35543	184472	  168	425
35543	188362	  167	424
35543	188360	  165	417
35543	181462	  165	417
35543	178065	  131	329
35543	189467	  130	328
35543	187184	75.5	184
35543	183193	74.7	182
35543	178926	71.2	173
35543	181848	53.9	128
35543	183602	53.1	126
35543	184495	45.1	105
35543	182888	44.7	104
35543	178695	34.7	78
35543	191559	27.3	59
35543	175721	27.7	60
35543	173932	27.3	59
35543	191472	26.2	56
40144	176295	48.9	115
40144	178887	36.6	83
40144	174052	35.8	81
40144	175499	35.0	79
40144	176180	34.7	78
40144	179612	34.3	77
40144	173144	33.9	76
40144	172277	31.6	70
40144	176507	31.6	70
40144	177138	31.2	69
40144	186213	30.0	66
40144	179997	29.3	64
40144	181331	29.3	64
40144	171978	29.3	64
40144	174815	28.5	62
40144	173591	28.1	61
40144	175823	27.7	60
40144	182681	27.3	59
40144	178892	27.3	59
40144	180880	26.6	57
40144	180738	26.9	58
40144	179368	26.2	56
40144	174823	26.2	56
40144	174861	26.2	56
40144	177545	25.8	55
35230	174861	29.3	64
35230	174861	28.1	61
35230	177697	28.9	63
35230	181328	27.7	60
35230	179049	26.2	56
35230	176661	25.4	54
35230	172562	25.4	54
35230	178381	25.4	54
35230	177942	25.4	54
35231	172053	26.6	57
35231	178416	25.4	54
35231	179275	26.2	56
35231	172452	26.2	56
35231	190780	25.4	54
35231	174152	25.0	53
36604	178054	27.3	59
36604	189304	26.6	57
36604	177778	25.0	53
36604	175701	26.2	56
36604	174771	25.8	55
40140	174778	30.0	66
40140	173826	28.1	61
40140	176289	27.7	60
40140	179275	27.7	60
40140	171800	25.4	54
40140	178311	27.3	59
40140	172375	27.3	59
40140	171786	27.3	59
40141	179968	25.0	53
40141	176206	24.6	52
43875	181291	  247	630
43875	181261	  210	535
43875	173296	  188	478
43875	174473	  183	464
43875	173794	  172	437
43875	181289	  155	392
43875	175967	  149	376
43875	180929	  154	388
43875	180622	  144	362
43875	187810	  133	334
43875	177826	  130	327
43875	188160	  122	305
43875	178895	  114	285
43875	172647	90.9	224
43875	172647	59.7	143
43875	179274	89.0	219
43875	181082	85.9	211
43875	181398	82.4	202
43875	180311	85.1	209
43875	177436	82.8	203
43875	172268	78.2	191
43875	191199	75.1	183
43875	181244	77.0	188
43875	181727	76.3	186
43875	181248	76.3	186
43875	181166	75.9	185
43875	178306	74.7	182
43875	173023	74.7	182
43875	176989	72.8	177
43875	181004	72.4	176
43875	176374	71.6	174
43875	191743	72.4	176
43875	172842	72.0	175
43875	266900	70.1	170
43875	176143	70.1	170
43875	179202	68.2	165
43875	172581	69.7	169
43875	172581	41.6	96
43875	171838	68.2	165
43875	173914	67.8	164
43875	181524	67.4	163
43875	176866	65.9	159
43875	185682	65.1	157
43875	179649	66.2	160
43875	176808	64.7	156
43875	176639	62.4	150
43875	171872	61.6	148
43875	173234	61.6	148
43875	173234	26.9	58
43875	173149	60.1	144
43875	176829	60.1	144
43875	176526	59.3	142
43875	177610	58.5	140
43875	173956	58.5	140
43875	181043	57.4	137
43875	180844	56.6	135
43875	181578	56.6	135
43875	177460	55.8	133
43875	175545	55.5	132
43875	176914	55.1	131
43875	180810	54.7	130
43875	171990	55.1	131
43875	171990	36.6	83
43875	172405	49.3	116
43875	180475	51.2	121
43875	174398	49.3	116
43875	174531	48.5	114
43875	175781	46.6	109
43875	174953	46.6	109
43875	178250	45.4	106
43875	172896	44.7	104
43875	171802	42.7	99
43875	189849	40.8	94
43875	180873	38.1	87
43875	172978	36.2	82
43875	181362	35.4	80
43875	172468	34.3	77
43875	176278	32.7	73
43875	171985	30.8	68
43875	180653	28.5	62
43875	177611	27.3	59
43875	172301	27.7	60
43875	181227	27.3	59
33925	171990	71.6	174
33925	171990	64.7	156
33925	171990	60.5	145
33925	171990	52.8	125
33925	171990	48.5	114
33925	171990	48.5	114
33925	171990	47.4	111
33925	171990	45.1	105
33925	171990	43.9	102
33925	171990	42.4	98
33925	171990	42.0	97
33925	171990	38.9	89
33925	171990	38.1	87
33925	171990	37.7	86
33925	171990	36.6	83
33925	171990	32.7	73
33925	171990	32.0	71
33925	171990	29.3	64
33925	171990	29.3	64
33925	171990	28.1	61
33925	171990	26.9	58
33925	171990	26.9	58
33925	171990	26.6	57
33925	174685	53.5	127
33925	174685	42.0	97
33925	174685	35.4	80
33925	180555	48.9	115
33925	180555	29.3	64
33925	180555	26.2	56
33925	172233	42.7	99
33925	181289	42.4	98
33925	175126	40.8	94
33925	175126	40.4	93
33925	175126	38.9	89
33925	175126	35.4	80
33925	175126	34.3	77
33925	175126	31.2	69
33925	259448	34.7	78
33925	259448	25.8	55
33925	181062	32.0	71
33925	181291	30.0	66
33925	181291	28.5	62
33925	172948	27.7	60
33925	174473	27.3	59
33925	171985	26.2	56
33925	181328	25.8	55
33925	174484	25.4	54
43873	181340	32.0	71
43873	172118	29.6	65
43873	183911	26.9	58
43873	176138	26.2	56
43873	175853	25.8	55
43872	179162	  457	1175
43872	179162	  284	727
43872	179162	  160	405
43872	179162	  154	388
43872	179162	  121	304
43872	179162	  120	301
43872	179162	  116	290
43872	179162	  114	284
43872	179162	  110	274
43872	179162	  102	254
43872	179162	85.9	211
43872	179162	72.0	175
43872	179162	63.2	152
43872	179162	49.3	116
43872	172452	  115	287
43872	172452	  103	256
43872	172452	  101	252
43872	172452	99.8	247
43872	172452	89.4	220
43872	188757	99.4	246
43872	188757	95.1	235
43872	188757	83.6	205
43872	188757	74.3	181
43872	188757	67.8	164
43872	188757	38.5	88
43872	188757	36.6	83
43872	188757	29.6	65
43872	175207	98.6	244
43872	175207	90.9	224
43872	175207	88.2	217
43872	175207	82.4	202
43872	175207	78.2	191
43872	175207	76.6	187
43872	175207	63.5	153
43872	175207	50.4	119
43872	179460	92.4	228
43872	179460	79.7	195
43872	179460	79.0	193
43872	179460	78.2	191
43872	179460	74.7	182
43872	179460	71.2	173
43872	179460	70.1	170
43872	179460	68.9	167
43872	179460	63.5	153
43872	179460	57.8	138
43872	179460	35.8	81
43872	171990	70.9	172
43872	171990	62.8	151
43872	171990	62.0	149
43872	171990	57.0	136
43872	171990	56.2	134
43872	171990	55.8	133
43872	171990	55.8	133
43872	171990	55.1	131
43872	171990	51.2	121
43872	171990	50.4	119
43872	171990	47.0	110
43872	171990	46.2	108
43872	171990	44.3	103
43872	171990	43.5	101
43872	171990	43.1	100
43872	171990	42.7	99
43872	171990	42.4	98
43872	171990	41.2	95
43872	171990	40.4	93
43872	171990	40.4	93
43872	171990	40.0	92
43872	171990	38.1	87
43872	171990	37.4	85
43872	171990	36.6	83
43872	171990	35.8	81
43872	171990	35.4	80
43872	171990	33.9	76
43872	171990	32.7	73
43872	171990	32.0	71
43872	171990	31.2	69
43872	171990	31.2	69
43872	171990	28.9	63
43872	181022	67.0	162
43872	181022	35.4	80
43872	181022	33.9	76
43872	181022	31.6	70
43872	181022	31.6	70
43872	181022	28.9	63
43872	181284	66.2	160
43872	181284	34.7	78
43872	181284	33.9	76
43872	181284	32.7	73
43872	181284	32.3	72
43872	181284	30.8	68
43872	181284	28.5	62
43872	177545	53.9	128
43872	177545	50.4	119
43872	177545	49.7	117
43872	177545	48.1	113
43872	177545	46.6	109
43872	177545	45.8	107
43872	177545	45.1	105
43872	177545	43.1	100
43872	177545	41.2	95
43872	177545	41.2	95
43872	177545	40.4	93
43872	177545	39.3	90
43872	177545	38.9	89
43872	177545	38.9	89
43872	177545	38.5	88
43872	177545	37.4	85
43872	177545	36.6	83
43872	177545	35.0	79
43872	177545	32.7	73
43872	177545	31.2	69
43872	177545	31.2	69
43872	177545	30.8	68
43872	177545	30.8	68
43872	172233	52.0	123
43872	172233	31.2	69
43872	172233	30.8	68
43872	174685	47.4	111
43872	174685	40.4	93
43872	174685	36.6	83
43872	174685	33.5	75
43872	175126	47.0	110
43872	175126	45.1	105
43872	175126	44.3	103
43872	175126	42.7	99
43872	175126	42.4	98
43872	175126	39.3	90
43872	175126	38.9	89
43872	175126	37.4	85
43872	175126	37.0	84
43872	175126	32.0	71
43872	175126	31.6	70
43872	175126	31.6	70
43872	175126	31.6	70
43872	181291	42.7	99
43872	181291	37.7	86
43872	181291	36.6	83
43872	174473	40.0	92
43872	177461	40.0	92
43872	177461	37.0	84
43872	177461	34.3	77
43872	177461	34.3	77
43872	188252	37.4	85
43872	181289	36.2	82
43872	259448	34.3	77
43872	259448	28.1	61
43872	182458	34.7	78
43872	181062	33.5	75
43872	181062	33.1	74
43872	180555	33.5	75
43872	180555	32.7	73
43872	180555	28.9	63
43872	178230	32.7	73
43872	181498	32.3	72
43872	171977	30.8	68
43872	174322	31.2	69
43872	174322	28.5	62
43872	183656	29.6	65
43872	180398	29.6	65
43872	176380	29.6	65
43872	179705	29.3	64
43872	174689	29.3	64
43872	180291	28.9	63
43872	177779	28.9	63
43872	181502	28.9	63
43872	176137	28.9	63
43872	177431	28.5	62
43872	190314	28.5	62
37223	173595	28.9	63
37223	175750	28.5	62
37223	171635	27.3	59
37223	172604	27.3	59
37223	181528	26.6	57
37223	176115	26.9	58
37223	175697	26.6	57
37223	178703	26.6	57
37222	174743	31.6	70
37222	176196	28.9	63
37222	171938	28.1	61
37222	179662	27.7	60
37222	188370	27.3	59
37222	176153	26.9	58
37222	182643	26.6	57
37221	173754	29.3	64
37221	174493	28.9	63
37221	180880	27.7	60
37221	179462	26.9	58
37732	174267	26.9	58
35564	179298	28.9	63
35564	174959	28.9	63
35564	179296	27.7	60
35564	176231	27.7	60
35564	179297	27.3	59
35564	173334	26.9	58
35564	179460	26.9	58
35564	172303	26.6	57
35564	175879	26.6	57
35564	180844	26.6	57
35564	185479	26.6	57
37734	172499	29.6	65
37734	173383	27.3	59
37734	177697	26.6	57
37734	174569	25.8	55
37734	173930	25.8	55
3346209	180622	  215	547
3346209	180622	  196	497
3346209	174473	  188	477
3346209	173296	  161	408
3346209	181261	  147	371
3346209	173794	  138	347
3346209	181291	  132	333
3346209	177826	  107	268
3346209	180929	  107	268
3346209	175967	  105	261
3346209	181289	98.6	244
3346209	178895	89.7	221
3346209	187810	88.6	218
3346209	188160	70.5	171
3346209	177436	70.1	170
3346209	181082	54.3	129
3346209	179274	49.7	117
3346209	181248	49.7	117
3346209	172647	48.9	115
3346209	171872	48.1	113
3346209	175545	48.5	114
3346209	181398	47.8	112
3346209	181043	47.0	110
3346209	180810	47.4	111
3346209	172842	47.0	110
3346209	191199	46.2	108
3346209	180311	44.3	103
3346209	176866	43.5	101
3346209	173023	43.9	102
3346209	176829	42.7	99
3346209	191743	42.4	98
3346209	172268	40.8	94
3346209	173149	40.0	92
3346209	179202	39.3	90
3346209	176143	39.7	91
3346209	185682	38.5	88
3346209	172896	37.4	85
3346209	176526	37.0	84
3346209	172405	35.8	81
3346209	173956	37.0	84
3346209	174531	37.0	84
3346209	181727	36.6	83
3346209	177460	36.2	82
3346209	176808	36.6	83
3346209	266900	35.8	81
3346209	177610	34.7	78
3346209	181524	34.7	78
3346209	181244	34.7	78
3346209	171838	33.1	74
3346209	176639	32.7	73
3346209	176914	32.3	72
3346209	178306	32.3	72
3346209	180475	32.0	71
3346209	189849	30.8	68
3346209	181004	31.2	69
3346209	181166	31.2	69
3346209	188608	30.0	66
3346209	180844	29.6	65
3346209	181620	28.9	63
3346209	173234	29.3	64
3346209	174398	28.5	62
3346209	171635	28.5	62
3346209	171802	27.7	60
3346209	173962	28.1	61
3346209	178901	27.7	60
3346209	176385	27.7	60
3346209	181498	27.3	59
3346209	172581	26.9	58
32429	178116	82.0	201
32429	178116	37.4	85
32429	179612	39.3	90
32429	175604	32.7	73
32429	186213	33.1	74
32429	176855	33.1	74
